timestamp,src_ip,user,url,domain,method,status,category,action,bytes_out,bytes_in,user_agent,referrer,country,city,latitude,longitude
2025-01-03T09:00:56Z,10.0.2.24,dave@corp.com,https://cdn.images.io/asset/2936.jpg,cdn.images.io,GET,204,cdn,allowed,17435,251931,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,http://intranet.corp/,GB,London,51.5074,-0.1278
2025-01-03T09:01:14Z,10.0.2.12,carol@corp.com,https://api.service.io/v3/path/4/res/619,api.service.io,POST,404,business,allowed,39868,110666,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,http://intranet.corp/,GB,London,51.5074,-0.1278
2025-01-03T09:01:20Z,10.0.3.24,bot@corp.com,https://updates.software.com/path/8/res/324,updates.software.com,GET,404,updates,allowed,34569,214465,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,SG,Singapore,1.3521,103.8198
2025-01-03T09:01:42Z,10.0.3.16,carol@corp.com,https://www.example.com/path/2/res/323,www.example.com,GET,200,general,allowed,53348,295929,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,US,NYC,40.7128,-74.006
2025-01-03T09:01:42Z,10.0.2.28,bot@corp.com,https://intranet.corp/path/1/form/411,intranet.corp,GET,200,internal,allowed,38426,168434,curl/8.5.0,-,GB,London,51.5074,-0.1278
2025-01-03T09:02:12Z,10.0.2.28,bob@corp.com,https://video.streaming.net/stream/128.m3u8,video.streaming.net,POST,200,media,allowed,70155,82191,curl/8.5.0,-,DE,Berlin,52.52,13.405
2025-01-03T09:02:43Z,10.0.3.26,dave@corp.com,https://intranet.corp/path/3/form/581,intranet.corp,GET,200,internal,allowed,23002,20876,curl/8.5.0,http://intranet.corp/,SG,Singapore,1.3521,103.8198
2025-01-03T09:03:05Z,10.0.2.14,alice@corp.com,https://www.example.com/path/3/res/199,www.example.com,GET,200,general,allowed,34319,274375,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,DE,Berlin,52.52,13.405
2025-01-03T09:03:12Z,10.0.3.24,alice@corp.com,https://api.service.io/v5/path/1/res/796,api.service.io,GET,200,business,allowed,35666,43306,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,IN,Bengaluru,12.9716,77.5946
2025-01-03T09:03:31Z,10.0.1.22,carol@corp.com,https://api.service.io/v2/path/10/res/664,api.service.io,POST,204,business,allowed,39766,73662,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,http://intranet.corp/,SG,Singapore,1.3521,103.8198
2025-01-03T09:03:33Z,10.0.3.10,dave@corp.com,https://intranet.corp/path/8/form/625,intranet.corp,GET,200,internal,allowed,41810,75367,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,GB,London,51.5074,-0.1278
2025-01-03T09:03:43Z,10.0.2.24,carol@corp.com,https://api.service.io/v3/path/6/res/152,api.service.io,GET,200,business,allowed,14723,16430,curl/8.5.0,-,IN,Bengaluru,12.9716,77.5946
2025-01-03T09:04:02Z,10.0.3.28,alice@corp.com,https://www.example.com/path/7/res/906,www.example.com,GET,200,general,allowed,11444,101784,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,GB,London,51.5074,-0.1278
2025-01-03T09:04:25Z,10.0.2.24,bot@corp.com,https://portal.internal.corp/path/3/form/342,portal.internal.corp,GET,200,internal,allowed,111779,101273,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,US,NYC,40.7128,-74.006
2025-01-03T09:04:36Z,10.0.3.26,alice@corp.com,https://intranet.corp/path/4/form/903,intranet.corp,GET,200,internal,allowed,39812,122321,curl/8.5.0,-,SG,Singapore,1.3521,103.8198
2025-01-03T09:05:03Z,10.0.1.28,dave@corp.com,https://video.streaming.net/stream/260.m3u8,video.streaming.net,GET,200,media,allowed,125255,50229,curl/8.5.0,http://intranet.corp/,US,Austin,30.2672,-97.7431
2025-01-03T09:05:07Z,10.0.1.20,alice@corp.com,https://updates.software.com/path/2/res/803,updates.software.com,GET,200,updates,allowed,34087,27112,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,DE,Berlin,52.52,13.405
2025-01-03T09:05:22Z,10.0.2.14,carol@corp.com,https://intranet.corp/path/6/form/459,intranet.corp,GET,200,internal,allowed,13005,277640,curl/8.5.0,-,SG,Singapore,1.3521,103.8198
2025-01-03T09:05:30Z,10.0.2.10,bot@corp.com,https://api.service.io/v4/path/17/res/719,api.service.io,GET,200,business,allowed,49489,297496,curl/8.5.0,-,SG,Singapore,1.3521,103.8198
2025-01-03T09:06:09Z,10.0.3.20,dave@corp.com,https://news.example.net/path/4/res/582,news.example.net,GET,200,news,allowed,63311,147448,curl/8.5.0,-,DE,Berlin,52.52,13.405
2025-01-03T09:06:10Z,10.0.2.16,alice@corp.com,https://cdn.images.io/asset/1536.jpg,cdn.images.io,GET,200,cdn,allowed,11897,34112,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,DE,Berlin,52.52,13.405
2025-01-03T09:07:04Z,10.0.2.26,bot@corp.com,https://www.example.com/path/5/res/687,www.example.com,GET,200,general,allowed,64527,66737,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,DE,Berlin,52.52,13.405
2025-01-03T09:07:08Z,10.0.3.24,bob@corp.com,https://intranet.corp/path/6/form/218,intranet.corp,GET,200,internal,allowed,34244,298409,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,DE,Berlin,52.52,13.405
2025-01-03T09:07:27Z,10.0.2.28,bot@corp.com,https://www.example.com/path/6/res/834,www.example.com,GET,200,general,allowed,43802,128316,curl/8.5.0,-,US,SanJose,37.3382,-121.8863
2025-01-03T09:07:44Z,10.0.1.10,bob@corp.com,https://video.streaming.net/stream/252.m3u8,video.streaming.net,GET,404,media,allowed,80870,147246,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,GB,London,51.5074,-0.1278
2025-01-03T09:08:31Z,10.0.3.28,dave@corp.com,https://cdn.images.io/asset/2709.jpg,cdn.images.io,GET,204,cdn,allowed,50535,199600,curl/8.5.0,-,US,NYC,40.7128,-74.006
2025-01-03T09:08:45Z,10.0.3.26,bot@corp.com,https://api.service.io/v2/path/11/res/826,api.service.io,GET,200,business,allowed,40955,39052,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,DE,Berlin,52.52,13.405
2025-01-03T09:09:25Z,10.0.2.22,bob@corp.com,https://intranet.corp/path/5/form/724,intranet.corp,POST,200,internal,allowed,28562,100797,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,DE,Berlin,52.52,13.405
2025-01-03T09:09:31Z,10.0.1.24,bot@corp.com,https://portal.internal.corp/path/2/form/873,portal.internal.corp,POST,200,internal,allowed,96484,219400,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,GB,London,51.5074,-0.1278
2025-01-03T09:09:37Z,10.0.1.16,alice@corp.com,https://portal.internal.corp/path/8/form/627,portal.internal.corp,POST,200,internal,allowed,40932,181670,curl/8.5.0,http://intranet.corp/,GB,London,51.5074,-0.1278
2025-01-03T09:09:46Z,10.0.1.24,dave@corp.com,https://portal.internal.corp/path/6/form/701,portal.internal.corp,POST,200,internal,allowed,80981,160801,curl/8.5.0,-,US,SanJose,37.3382,-121.8863
2025-01-03T09:09:52Z,10.0.1.18,bot@corp.com,https://portal.internal.corp/path/1/form/278,portal.internal.corp,POST,200,internal,allowed,23379,79102,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,GB,London,51.5074,-0.1278
2025-01-03T09:10:03Z,10.0.3.22,dave@corp.com,https://cdn.images.io/asset/966.jpg,cdn.images.io,GET,200,cdn,allowed,32910,23982,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,SG,Singapore,1.3521,103.8198
2025-01-03T09:11:30Z,10.0.2.26,bot@corp.com,https://api.service.io/v1/path/19/res/371,api.service.io,GET,200,business,allowed,47658,187009,curl/8.5.0,-,US,NYC,40.7128,-74.006
2025-01-03T09:12:23Z,10.0.3.24,bob@corp.com,https://updates.software.com/path/7/res/564,updates.software.com,GET,200,updates,allowed,78688,26073,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,http://intranet.corp/,GB,London,51.5074,-0.1278
2025-01-03T09:13:39Z,10.0.1.16,bob@corp.com,https://cdn.images.io/asset/2907.jpg,cdn.images.io,GET,204,cdn,allowed,39170,56027,curl/8.5.0,http://intranet.corp/,DE,Berlin,52.52,13.405
