timestamp,src_ip,user,url,domain,method,status,category,action,bytes_out,bytes_in,user_agent,referrer,country,city,latitude,longitude
2025-01-05T17:00:00Z,10.0.1.11,alice@corp.com,https://www.example.com/path/1/res/940,www.example.com,GET,200,general,allowed,80239,19829,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,US,London,51.5074,-0.1278
2025-01-05T17:00:45Z,10.0.1.10,bob@corp.com,https://www.example.com/path/5/res/534,www.example.com,GET,404,general,allowed,17747,161284,curl/8.5.0,-,GB,NYC,40.7128,-74.006
2025-01-05T17:01:30Z,10.0.1.12,bob@corp.com,https://news.example.net/path/1/res/670,news.example.net,GET,200,news,allowed,27455,156868,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,US,Berlin,52.52,13.405
2025-01-05T17:02:15Z,10.0.1.12,alice@corp.com,https://news.example.net/path/2/res/481,news.example.net,GET,200,news,allowed,22770,140132,curl/8.5.0,http://intranet.corp/,US,London,51.5074,-0.1278
2025-01-05T17:03:00Z,10.0.1.12,carol@corp.com,https://www.example.com/path/4/res/699,www.example.com,GET,200,general,allowed,69399,31457,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,GB,London,51.5074,-0.1278
2025-01-05T17:03:45Z,10.0.1.12,bob@corp.com,https://portal.internal.corp/path/3/res/846,portal.internal.corp,POST,200,internal,allowed,68829,144200,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,US,NYC,40.7128,-74.006
2025-01-05T17:04:30Z,10.0.1.11,alice@corp.com,https://api.service.io/path/4/res/531,api.service.io,GET,200,business,allowed,15138,192267,curl/8.5.0,-,DE,Berlin,52.52,13.405
2025-01-05T17:05:15Z,10.0.1.11,carol@corp.com,https://www.example.com/path/4/res/170,www.example.com,GET,200,general,allowed,22267,193891,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,US,NYC,40.7128,-74.006
2025-01-05T17:06:00Z,10.0.1.11,carol@corp.com,https://portal.internal.corp/path/4/res/391,portal.internal.corp,POST,200,internal,allowed,60566,54052,curl/8.5.0,-,IN,Berlin,52.52,13.405
2025-01-05T17:06:45Z,10.0.1.12,alice@corp.com,https://www.example.com/path/2/res/856,www.example.com,GET,500,general,allowed,42455,53611,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,IN,NYC,40.7128,-74.006
2025-01-05T17:07:30Z,10.0.1.11,bob@corp.com,https://portal.internal.corp/path/2/res/938,portal.internal.corp,POST,200,internal,allowed,66429,188971,curl/8.5.0,-,IN,Berlin,52.52,13.405
2025-01-05T17:08:15Z,10.0.1.11,alice@corp.com,https://cdn.images.io/path/2/res/774,cdn.images.io,POST,404,cdn,allowed,40583,83906,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,GB,Berlin,52.52,13.405
2025-01-05T17:09:00Z,10.0.1.10,alice@corp.com,https://www.example.com/path/5/res/679,www.example.com,GET,200,general,allowed,51761,188408,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,http://intranet.corp/,US,Bengaluru,12.9716,77.5946
2025-01-05T17:09:45Z,10.0.1.12,bob@corp.com,https://www.example.com/path/1/res/593,www.example.com,GET,200,general,allowed,93137,125507,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,US,London,51.5074,-0.1278
2025-01-05T17:10:30Z,10.0.1.10,alice@corp.com,https://api.service.io/path/1/res/100,api.service.io,GET,200,business,allowed,84289,28432,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,http://intranet.corp/,DE,NYC,40.7128,-74.006
2025-01-05T17:11:15Z,10.0.1.10,carol@corp.com,https://dropbox-files.xyz/upload/chunk15.bin,dropbox-files.xyz,POST,200,file-sharing,allowed,9000000,135932,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,-,IN,Bengaluru,12.9716,77.5946
2025-01-05T17:12:00Z,10.0.1.11,bob@corp.com,https://news.example.net/path/3/res/858,news.example.net,GET,200,news,allowed,44702,63795,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,GB,NYC,40.7128,-74.006
2025-01-05T17:12:45Z,10.0.1.12,bob@corp.com,https://cdn.images.io/path/1/res/876,cdn.images.io,POST,200,cdn,allowed,79220,145894,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,US,Berlin,52.52,13.405
2025-01-05T17:13:30Z,10.0.1.11,alice@corp.com,https://api.service.io/path/5/res/654,api.service.io,GET,200,business,allowed,75889,115037,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,GB,London,51.5074,-0.1278
2025-01-05T17:14:15Z,10.0.1.12,alice@corp.com,https://cdn.images.io/path/3/res/848,cdn.images.io,POST,200,cdn,allowed,13798,60762,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,http://intranet.corp/,IN,Berlin,52.52,13.405
2025-01-05T17:15:00Z,10.0.1.12,carol@corp.com,https://api.service.io/path/3/res/473,api.service.io,GET,200,business,allowed,20556,98535,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/121,-,IN,London,51.5074,-0.1278
2025-01-05T17:15:45Z,10.0.1.10,bob@corp.com,https://portal.internal.corp/path/5/res/960,portal.internal.corp,POST,200,internal,allowed,10250,183168,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/605.1.15,http://intranet.corp/,DE,NYC,40.7128,-74.006
2025-01-05T17:21:01Z,10.0.1.11,carol@corp.com,https://cdn.images.io/path/9/res/999,cdn.images.io,GET,200,cdn,allowed,67890,1024,curl/8.5.0,-,US,NYC,40.7128,-74.006
2025-01-05T17:21:01Z,10.0.1.11,carol@corp.com,https://dropbox-files.xyz/data.bin,dropbox-files.xyz,POST,200,file-sharing,allowed,123456,1024,curl/8.5.0,-,US,NYC,40.7128,-74.006
